nombre,Posicion,nacido,partidos_jugados,titularidades,minutos_jugados,goles,asistencias,amarillas,rojas,carreras_progresivas,pases_progresivos,Pases_progresivos_recibidos,temporada,liga
tammy abraham,FW,1997,8,2,242,1,0,1,0,6,4,15,2023-2024,serie-a
francesco acerbi,DF,1988,29,26,2388,3,1,1,0,21,87,24,2023-2024,serie-a
yacine adli,MF,2000,24,17,1407,1,2,3,0,30,125,26,2023-2024,serie-a
michel aebischer,MF,1997,36,26,2230,0,1,8,0,26,125,55,2023-2024,serie-a
lucien agoume,MF,2002,1,0,5,0,0,0,0,0,0,0,2023-2024,serie-a
marley aké,FW,2001,1,0,10,0,0,0,0,0,0,0,2023-2024,serie-a
ebenezer akinsanmiro,MF,2004,1,0,15,0,0,0,0,0,2,0,2023-2024,serie-a
jean-daniel akpa-akpro,MF,1992,19,8,705,0,0,5,0,11,10,12,2023-2024,serie-a
david akpan ankeye,FW,2002,6,0,57,0,0,0,0,3,1,2,2023-2024,serie-a
luis alberto,MF,1992,33,29,2311,5,7,7,0,83,212,124,2023-2024,serie-a
carlos alcaraz,MF,2002,10,3,380,0,1,0,0,6,27,9,2023-2024,serie-a
pontus almqvist,"FW,MF",1999,30,25,2107,2,1,5,0,72,32,137,2023-2024,serie-a
lorenzo amatucci,MF,2004,2,0,22,0,0,0,0,1,2,1,2023-2024,serie-a
bruno amione,DF,2002,10,7,579,0,0,2,0,2,17,2,2023-2024,serie-a
felipe anderson,"FW,MF",1993,38,33,2770,5,6,3,0,108,126,226,2023-2024,serie-a
angeliño,DF,1997,16,14,1141,0,1,2,0,12,40,55,2023-2024,serie-a
houssem aouar,"MF,FW",1998,16,9,756,4,0,3,0,17,26,60,2023-2024,serie-a
simone aresti,GK,1986,1,0,1,0,0,0,0,0,0,0,2023-2024,serie-a
marko arnautović,FW,1989,27,5,801,5,3,0,0,12,20,77,2023-2024,serie-a
kristjan asllani,MF,2002,23,6,787,1,2,1,0,5,32,8,2023-2024,serie-a
emil audero,GK,1997,4,4,337,0,0,0,0,0,0,0,2023-2024,serie-a
tommaso augello,DF,1994,32,28,2418,1,1,5,0,62,96,99,2023-2024,serie-a
carlos augusto,DF,1999,37,14,1725,0,3,1,0,42,54,88,2023-2024,serie-a
yann aurel bisseck,DF,2000,16,9,904,2,0,0,0,24,30,20,2023-2024,serie-a
sardar azmoun,"FW,MF",1995,23,3,585,3,0,4,0,5,14,35,2023-2024,serie-a
paulo azzi,"DF,MF",1994,25,9,950,0,0,1,0,47,35,42,2023-2024,serie-a
oussama el azzouzi,MF,2001,18,5,547,2,2,4,0,4,19,8,2023-2024,serie-a
milan badelj,MF,1989,33,32,2535,1,3,6,0,18,151,36,2023-2024,serie-a
jaime báez,"FW,MF",1995,11,6,500,1,0,1,0,12,29,39,2023-2024,serie-a
nicola bagnolini,GK,2004,1,0,5,0,0,0,0,0,0,0,2023-2024,serie-a
nedim bajrami,"MF,FW",1999,28,15,1310,2,2,0,0,51,49,70,2023-2024,serie-a
mitchel bakker,DF,2000,14,3,382,1,0,1,0,12,10,20,2023-2024,serie-a
tommaso baldanzi,"MF,FW",2003,14,8,745,2,0,1,0,20,30,40,2023-2024,serie-a
tommaso baldanzi,"FW,MF",2003,13,6,518,0,0,2,0,18,14,54,2023-2024,serie-a
lameck banda,FW,2001,21,17,1350,2,4,5,1,71,22,136,2023-2024,serie-a
daniel bandeira,MF,2000,14,3,446,0,0,2,0,9,34,8,2023-2024,serie-a
mattia bani,DF,1993,27,27,2306,2,0,9,0,5,37,4,2023-2024,serie-a
antonín barák,"MF,FW",1994,21,8,808,2,3,2,0,17,33,64,2023-2024,serie-a
nicolò barella,MF,1997,37,34,2846,2,3,7,0,68,278,144,2023-2024,serie-a
enzo barrenechea,MF,2001,36,32,2811,0,1,10,0,10,155,24,2023-2024,serie-a
davide bartesaghi,"DF,MF",2005,6,0,79,0,0,0,0,1,3,4,2023-2024,serie-a
federico baschirotto,DF,1996,37,37,3294,0,1,3,1,28,96,3,2023-2024,serie-a
toma bašić,MF,1996,15,14,1162,0,0,5,0,11,53,16,2023-2024,serie-a
alessandro bastoni,DF,1999,28,28,2268,1,3,5,0,63,142,77,2023-2024,serie-a
simone bastoni,"MF,DF",1996,16,9,745,1,0,3,0,12,31,26,2023-2024,serie-a
reda belahyane,MF,2004,2,1,90,0,0,0,0,1,4,2,2023-2024,serie-a
raoul bellanova,DF,2000,37,36,3046,1,7,5,0,141,98,202,2023-2024,serie-a
andrea belotti,FW,1993,15,11,949,3,0,0,0,10,15,60,2023-2024,serie-a
andrea belotti,FW,1993,14,6,679,3,2,1,0,15,8,49,2023-2024,serie-a
lucas beltrán,"FW,MF",2001,32,21,1692,6,2,6,0,12,49,113,2023-2024,serie-a
ismaël bennacer,MF,1997,20,13,1151,2,2,2,0,24,68,33,2023-2024,serie-a
domenico berardi,FW,1994,17,17,1431,9,3,6,0,38,83,123,2023-2024,serie-a
bartosz bereszyński,DF,1992,24,22,1762,0,1,3,0,15,69,18,2023-2024,serie-a
etrit berisha,GK,1989,14,14,1260,0,0,0,0,0,0,0,2023-2024,serie-a
medon berisha,"FW,MF",2003,6,2,205,0,0,0,0,3,7,3,2023-2024,serie-a
victor bernth kristiansen,DF,2002,32,26,2307,0,3,4,0,23,123,74,2023-2024,serie-a
beto,FW,1998,1,1,74,0,0,0,0,0,2,5,2023-2024,serie-a
davide bettella,MF,2000,1,0,3,0,0,0,0,0,0,0,2023-2024,serie-a
sam beukema,DF,1998,30,29,2547,1,1,6,1,14,76,5,2023-2024,serie-a
jaka bijol,DF,1999,24,23,2084,0,0,4,0,5,42,1,2023-2024,serie-a
el bilal touré,FW,2001,11,3,394,2,0,2,0,16,11,39,2023-2024,serie-a
cristiano biraghi,DF,1992,29,27,2356,2,5,8,0,55,129,109,2023-2024,serie-a
davide biraschi,DF,1994,1,1,90,1,0,0,0,0,5,4,2023-2024,serie-a
samuele birindelli,DF,1999,35,22,2013,0,2,7,0,63,70,122,2023-2024,serie-a
alexis blin,MF,1996,31,16,1642,0,2,4,0,7,60,11,2023-2024,serie-a
jérôme boateng,DF,1988,7,4,238,0,0,0,0,0,9,1,2023-2024,serie-a
emil bohinen,MF,1999,5,0,56,0,0,0,0,1,3,1,2023-2024,serie-a
emil bohinen,MF,1999,12,7,535,0,0,1,0,7,26,10,2023-2024,serie-a
daniel boloca,MF,1998,30,23,2022,1,0,6,1,27,109,17,2023-2024,serie-a
giacomo bonaventura,MF,1989,31,27,2277,8,3,6,0,60,140,107,2023-2024,serie-a
federico bonazzoli,"FW,MF",1997,24,10,1016,3,1,2,0,13,26,73,2023-2024,serie-a
warren bondo,MF,2003,25,14,1475,1,1,9,0,31,43,13,2023-2024,serie-a
giovanni bonfanti,DF,2003,2,1,89,0,0,0,0,0,1,2,2023-2024,serie-a
kevin bonifazi,DF,1996,1,1,90,0,0,0,0,0,1,1,2023-2024,serie-a
kevin bonifazi,DF,1996,6,3,309,0,0,0,0,2,7,1,2023-2024,serie-a
gennaro borrelli,FW,2000,1,0,24,0,0,0,0,1,0,1,2023-2024,serie-a
erik botheim,"FW,MF",2000,7,4,316,0,0,1,0,3,5,9,2023-2024,serie-a
mehdi bourabia,MF,1991,10,3,200,0,0,1,0,1,7,8,2023-2024,serie-a
edoardo bove,MF,2002,31,18,1780,0,2,2,0,21,88,47,2023-2024,serie-a
domagoj bradarić,DF,1999,34,30,2749,0,3,5,0,57,76,120,2023-2024,serie-a
josip brekalo,FW,1998,11,8,652,1,0,0,0,14,25,69,2023-2024,serie-a
gleison bremer,DF,1997,36,36,3233,3,0,9,0,7,120,4,2023-2024,serie-a
brenner,"MF,FW",2000,8,2,189,0,0,0,0,6,8,10,2023-2024,serie-a
marco brescianini,MF,2000,36,24,2321,4,2,1,0,46,70,100,2023-2024,serie-a
dylan bronn,"DF,MF",1995,4,0,52,0,0,0,0,1,1,0,2023-2024,serie-a
tajon buchanan,DF,1999,10,0,161,1,0,0,0,12,4,22,2023-2024,serie-a
alessandro buongiorno,DF,1999,29,29,2527,3,0,7,0,14,62,10,2023-2024,serie-a
rareș-cătălin burnete,FW,2004,1,0,8,0,1,0,0,0,0,2,2023-2024,serie-a
jovane cabral,"MF,FW",1998,12,8,678,1,0,1,0,22,40,39,2023-2024,serie-a
liberato cacace,DF,2000,31,18,1912,0,1,6,0,34,84,55,2023-2024,serie-a
jens cajuste,MF,1999,26,11,1016,0,2,7,0,19,37,53,2023-2024,serie-a
davide calabria,DF,1996,29,26,2185,1,3,5,2,31,140,66,2023-2024,serie-a
riccardo calafiori,DF,2002,30,26,2349,2,5,4,0,28,96,23,2023-2024,serie-a
mattia caldara,DF,1994,1,0,33,0,0,0,0,0,2,0,2023-2024,serie-a
luca caldirola,DF,1991,29,23,2141,1,1,7,1,10,56,9,2023-2024,serie-a
hakan çalhanoğlu,MF,1994,32,32,2556,13,3,5,0,45,186,34,2023-2024,serie-a
francesco camarda,FW,2008,2,0,14,0,0,0,0,0,0,1,2023-2024,serie-a
nicolò cambiaghi,"FW,MF",2000,37,29,2553,1,1,3,0,128,63,197,2023-2024,serie-a
andrea cambiaso,"DF,FW",2000,34,28,2372,2,3,10,0,87,71,172,2023-2024,serie-a
matteo cancellieri,"FW,MF",2002,36,18,1788,4,3,7,0,48,26,138,2023-2024,serie-a
antonio candreva,"MF,FW",1987,34,32,2750,6,6,5,0,67,149,182,2023-2024,serie-a
luigi canotto,FW,1994,1,0,16,0,0,0,0,0,0,1,2023-2024,serie-a
gianluca caprari,"MF,FW",1993,6,4,285,0,0,0,0,11,15,16,2023-2024,serie-a
elia caprile,GK,2001,23,23,2070,0,0,0,0,0,0,0,2023-2024,serie-a
francesco caputo,FW,1987,20,15,1268,3,0,0,0,7,18,65,2023-2024,serie-a
andrea carboni,DF,2001,21,16,1487,1,0,1,0,13,46,22,2023-2024,serie-a
valentin carboni,"MF,FW",2005,31,10,1169,2,3,2,0,52,57,75,2023-2024,serie-a
marco carnesecchi,GK,2000,27,27,2425,0,0,0,0,0,0,0,2023-2024,serie-a
nicolò casale,DF,1998,20,16,1559,0,0,5,0,20,49,4,2023-2024,serie-a
giuseppe caso,"FW,MF",1998,14,2,417,0,0,2,0,15,20,37,2023-2024,serie-a
valentín castellanos,FW,1998,35,16,1682,4,3,2,0,15,47,132,2023-2024,serie-a
samu castillejo,"FW,MF",1995,17,6,536,0,0,2,0,27,26,45,2023-2024,serie-a
santiago castro,FW,2004,8,2,242,1,1,1,0,1,1,15,2023-2024,serie-a
gaetano castrovilli,"FW,MF",1997,6,5,367,1,2,0,0,14,12,25,2023-2024,serie-a
danilo cataldi,MF,1994,28,15,1361,1,0,8,0,9,69,7,2023-2024,serie-a
emil ceide,"FW,MF",2001,11,0,176,0,0,0,0,12,3,16,2023-2024,serie-a
zeki çelik,DF,1997,17,6,671,0,0,1,0,14,26,38,2023-2024,serie-a
fabien centonze,DF,1996,10,7,676,0,1,2,0,16,14,21,2023-2024,serie-a
michele cerofolini,GK,1999,8,7,675,0,0,1,0,0,0,0,2023-2024,serie-a
alberto cerri,FW,1996,12,10,545,1,0,2,0,3,9,23,2023-2024,serie-a
leonardo cerri,DF,2003,1,0,7,0,0,0,0,0,0,2,2023-2024,serie-a
charlys,MF,2004,2,0,25,0,0,0,0,0,1,0,2023-2024,serie-a
walid cheddira,FW,1998,36,24,2120,7,1,0,0,31,22,139,2023-2024,serie-a
federico chiesa,FW,1997,33,25,2197,9,2,1,0,111,70,216,2023-2024,serie-a
oliver christensen,GK,1999,4,4,360,0,0,0,0,0,0,0,2023-2024,serie-a
samuel chukwueze,FW,1999,24,12,1017,1,3,1,0,52,51,135,2023-2024,serie-a
alphadjo cissè,FW,2006,1,0,8,0,0,0,0,0,0,0,2023-2024,serie-a
giorgio cittadini,DF,2002,1,0,15,0,0,1,0,1,1,1,2023-2024,serie-a
giorgio cittadini,DF,2002,5,1,106,0,0,0,0,0,1,1,2023-2024,serie-a
patrick ciurria,"DF,MF",1995,22,18,1598,0,1,2,0,41,68,94,2023-2024,serie-a
lorenzo colombo,FW,2002,25,16,1359,4,1,3,0,16,24,75,2023-2024,serie-a
andrea colpani,"MF,FW",1999,38,36,2657,8,4,1,0,90,120,193,2023-2024,serie-a
pietro comuzzo,"DF,FW",2005,4,0,43,0,0,1,0,0,3,0,2023-2024,serie-a
andrea consigli,GK,1987,35,35,3150,0,0,1,0,0,1,0,2023-2024,serie-a
nikita contini baranovsky,GK,1996,1,0,17,0,0,0,0,0,0,0,2023-2024,serie-a
diego coppola,DF,2003,24,18,1634,2,0,9,0,1,40,0,2023-2024,serie-a
tommaso corazza,DF,2004,9,1,195,0,0,1,0,10,14,9,2023-2024,serie-a
jeppe corfitzen,FW,2004,1,0,9,0,0,0,0,1,0,0,2023-2024,serie-a
giacomo corona,FW,2004,1,0,5,0,0,0,0,0,0,0,2023-2024,serie-a
joão costa,"MF,FW",2005,3,0,14,0,0,1,0,0,1,1,2023-2024,serie-a
benoît costil,GK,1987,13,13,1170,0,0,0,0,0,0,0,2023-2024,serie-a
lassana coulibaly,MF,1996,28,25,2082,0,1,5,0,29,88,38,2023-2024,serie-a
mamadou coulibaly,DF,1999,1,0,3,0,0,0,0,0,0,0,2023-2024,serie-a
alessio cragno,GK,1994,3,3,270,0,0,0,0,0,0,0,2023-2024,serie-a
bryan cristante,"MF,DF",1995,37,37,3289,3,4,8,0,47,234,80,2023-2024,serie-a
juan cruz,"FW,MF",1999,4,1,109,0,0,0,0,3,4,4,2023-2024,serie-a
juan cuadrado,DF,1988,10,0,267,0,2,1,0,17,11,35,2023-2024,serie-a
marvin cuni,FW,2001,22,6,534,1,0,0,0,6,11,45,2023-2024,serie-a
danilo d'ambrosio,DF,1988,24,16,1536,0,0,5,1,12,61,25,2023-2024,serie-a
flavius daniliuc,DF,2001,14,8,744,0,0,2,0,8,37,2,2023-2024,serie-a
danilo,DF,1991,29,27,2452,1,1,7,0,18,161,21,2023-2024,serie-a
matteo darmian,DF,1989,33,27,2404,2,1,2,0,18,72,82,2023-2024,serie-a
juan david cabal,DF,2001,22,17,1497,0,0,6,0,26,70,48,2023-2024,serie-a
keinan davis,"FW,MF",1998,8,0,186,1,0,2,0,2,6,15,2023-2024,serie-a
paweł dawidowicz,DF,1995,28,25,2143,0,0,5,0,11,89,5,2023-2024,serie-a
charles de ketelaere,"FW,MF",2001,35,25,2026,10,8,1,0,88,126,219,2023-2024,serie-a
mattia de sciglio,DF,1992,1,1,45,0,0,0,0,0,3,1,2023-2024,serie-a
lorenzo de silvestri,DF,1988,15,7,674,2,0,0,0,14,27,12,2023-2024,serie-a
koni de winter,DF,2002,29,26,2380,0,1,8,1,21,76,15,2023-2024,serie-a
grégoire defrel,"FW,MF",1991,20,7,757,1,2,0,0,7,17,42,2023-2024,serie-a
alessandro deiola,MF,1995,27,19,1608,1,0,7,0,9,64,21,2023-2024,serie-a
alessandro dellavalle,DF,2004,1,0,15,0,0,0,0,0,1,0,2023-2024,serie-a
diego demme,MF,1991,2,1,73,0,0,1,0,3,5,0,2023-2024,serie-a
leander dendoncker,MF,1995,3,0,24,0,0,0,0,0,2,0,2023-2024,serie-a
mattia destro,"FW,MF",1991,15,3,366,0,0,2,0,4,4,19,2023-2024,serie-a
federico di francesco,"FW,MF",1994,2,0,15,1,0,0,0,1,1,3,2023-2024,serie-a
raffaele di gennaro,GK,1993,1,0,23,0,0,0,0,0,0,0,2023-2024,serie-a
michele di gregorio,GK,1997,33,33,2872,0,0,0,0,0,1,0,2023-2024,serie-a
giovanni di lorenzo,DF,1993,36,36,3234,1,6,6,0,95,304,250,2023-2024,serie-a
alessandro di pardo,"DF,MF",1999,15,2,359,0,0,0,0,6,11,19,2023-2024,serie-a
boulaye dia,"FW,MF",1996,17,12,1143,4,0,1,0,18,22,57,2023-2024,serie-a
federico dimarco,DF,1997,30,29,2077,5,6,0,0,51,100,198,2023-2024,serie-a
tiago djaló,DF,2000,1,0,17,0,0,0,0,1,2,0,2023-2024,serie-a
koffi djidji,DF,1992,13,8,759,0,0,2,0,4,19,3,2023-2024,serie-a
berat djimsiti,DF,1993,37,32,2832,0,1,5,0,6,79,10,2023-2024,serie-a
dodô,DF,1998,9,7,523,0,0,0,0,20,39,21,2023-2024,serie-a
josh doig,DF,2002,12,11,830,0,0,2,0,23,15,22,2023-2024,serie-a
josh doig,DF,2002,16,15,1343,0,2,5,0,30,33,45,2023-2024,serie-a
nicolás domínguez,MF,1998,2,1,102,0,0,0,0,1,9,3,2023-2024,serie-a
giulio donati,DF,1990,4,0,36,0,0,2,0,0,3,5,2023-2024,serie-a
patrick dorgu,"DF,MF",2004,32,17,1564,2,0,6,0,37,49,86,2023-2024,serie-a
alberto dossena,DF,1998,35,33,2977,2,4,5,0,9,89,2,2023-2024,serie-a
radu drăgușin,DF,2002,19,19,1710,2,1,1,0,6,29,13,2023-2024,serie-a
ondrej duda,MF,1994,32,29,2456,1,4,14,2,34,117,47,2023-2024,serie-a
denzel dumfries,DF,1996,31,19,1639,4,4,2,1,50,51,147,2023-2024,serie-a
alfred duncan,MF,1993,30,24,1888,2,5,2,0,23,133,47,2023-2024,serie-a
paulo dybala,"FW,MF",1993,28,25,1959,13,9,3,0,79,122,167,2023-2024,serie-a
festy ebosele,DF,2002,31,20,1700,0,0,6,1,67,35,98,2023-2024,serie-a
enzo ebosse,DF,1999,1,0,8,0,0,0,0,0,1,0,2023-2024,serie-a
tyronne ebuehi,DF,1995,15,11,1099,0,1,0,0,34,37,35,2023-2024,serie-a
éderson,MF,1999,36,32,2869,6,1,8,0,32,214,50,2023-2024,serie-a
kingsley ehizibue,DF,1995,23,11,955,0,1,4,0,18,15,44,2023-2024,serie-a
emmanuel ekong,FW,2002,1,0,5,0,0,0,0,0,0,1,2023-2024,serie-a
caleb ekuban,FW,1994,29,10,1131,4,1,0,0,14,15,93,2023-2024,serie-a
elif elmas,"FW,MF",1999,11,4,339,2,0,2,0,14,16,26,2023-2024,serie-a
martin erlic,DF,1998,32,31,2618,1,0,5,0,19,78,11,2023-2024,serie-a
giovanni fabbian,"MF,FW",2003,27,11,1057,5,2,4,0,11,17,41,2023-2024,serie-a
nicolò fagioli,MF,2001,8,4,437,0,2,1,0,8,23,15,2023-2024,serie-a
wladimiro falcone,GK,1995,38,38,3420,0,0,0,0,0,1,0,2023-2024,serie-a
davide faraoni,DF,1991,11,7,602,0,1,5,0,13,28,31,2023-2024,serie-a
davide faraoni,DF,1991,8,4,392,0,1,0,0,7,17,16,2023-2024,serie-a
federico fazio,DF,1987,17,15,1355,1,0,3,1,2,27,2,2023-2024,serie-a
jacopo fazzini,MF,2003,31,14,1232,1,1,6,0,24,47,51,2023-2024,serie-a
